"Peak1","Peak2","coaccess"
"chr2:26054952-26055633","chr2:26474872-26476013",0.272986251817736
"chr2:26054952-26055633","chr2:26478622-26479273",0.213145367529909
"chr2:26054952-26055633","chr2:26484957-26489582",0.400403895922756
"chr2:26054952-26055633","chr2:26492625-26495246",0.252448581925939
"chr2:26054952-26055633","chr2:26495811-26498376",0.256372860653725
"chr2:26054952-26055633","chr2:26499589-26504925",0.486413706286545
"chr2:26060883-26061722","chr2:26064948-26067358",0.398244956391054
"chr2:26060883-26061722","chr2:26132261-26133916",0.303735229885862
"chr2:26060883-26061722","chr2:26138241-26142381",0.207010307681581
"chr2:26060883-26061722","chr2:26156181-26157420",0.210463159157275
"chr2:26060883-26061722","chr2:26296506-26301645",0.360504229003427
"chr2:26060883-26061722","chr2:26309436-26310299",0.271926022414453
"chr2:26064948-26067358","chr2:25862228-25866402",0.232695212103865
"chr2:26064948-26067358","chr2:26060883-26061722",0.398244956391054
"chr2:26064948-26067358","chr2:26132261-26133916",0.320230066545446
"chr2:26064948-26067358","chr2:26138241-26142381",0.448644650931391
"chr2:26064948-26067358","chr2:26156181-26157420",0.279117659983465
"chr2:26064948-26067358","chr2:26296506-26301645",0.377785465266303
"chr2:26064948-26067358","chr2:26309436-26310299",0.313318034752101
"chr2:26064948-26067358","chr2:26350926-26353598",0.357494316351374
"chr2:26064948-26067358","chr2:26379856-26381124",0.340570287039451
"chr2:26064948-26067358","chr2:26388256-26390088",0.205835736419576
"chr2:26064948-26067358","chr2:26407964-26410192",0.207296302933611
"chr2:26064948-26067358","chr2:26444109-26446846",0.403226597675117
"chr2:26090343-26093587","chr2:26277742-26278641",0.250173555130231
"chr2:26115296-26115754","chr2:26484957-26489582",0.29124509334539
"chr2:26115296-26115754","chr2:26499589-26504925",0.24636474942269
"chr2:26118491-26119467","chr2:26474872-26476013",0.205545489535463
"chr2:26118491-26119467","chr2:26484957-26489582",0.31655842550362
"chr2:26118491-26119467","chr2:26499589-26504925",0.240471110738835
"chr2:26132261-26133916","chr2:25981863-25984674",0.268606701810757
"chr2:26132261-26133916","chr2:26060883-26061722",0.303735229885862
"chr2:26132261-26133916","chr2:26064948-26067358",0.320230066545446
"chr2:26132261-26133916","chr2:26138241-26142381",0.458174945879534
"chr2:26132261-26133916","chr2:26156181-26157420",0.218651167423269
"chr2:26132261-26133916","chr2:26236580-26238243",0.290253269994882
"chr2:26132261-26133916","chr2:26296506-26301645",0.536300270174064
"chr2:26132261-26133916","chr2:26309436-26310299",0.604399168896629
"chr2:26132261-26133916","chr2:26379856-26381124",0.224146266474948
"chr2:26132261-26133916","chr2:26407964-26410192",0.269556446191726
"chr2:26132261-26133916","chr2:26444109-26446846",0.352895900467568
"chr2:26132261-26133916","chr2:26484957-26489582",0.24479672991787
"chr2:26132261-26133916","chr2:26499589-26504925",0.243972074051118
"chr2:26138241-26142381","chr2:25981863-25984674",0.446742039441475
"chr2:26138241-26142381","chr2:26020640-26022710",0.477700204799689
"chr2:26138241-26142381","chr2:26060883-26061722",0.207010307681581
"chr2:26138241-26142381","chr2:26064948-26067358",0.448644650931391
"chr2:26138241-26142381","chr2:26132261-26133916",0.458174945879534
"chr2:26138241-26142381","chr2:26236580-26238243",0.363553295119804
"chr2:26138241-26142381","chr2:26296506-26301645",0.306854951920792
"chr2:26138241-26142381","chr2:26309436-26310299",0.367836727771935
"chr2:26138241-26142381","chr2:26314176-26317552",0.400618916268975
"chr2:26138241-26142381","chr2:26350926-26353598",0.53475320565055
"chr2:26138241-26142381","chr2:26379856-26381124",0.282949380291987
"chr2:26138241-26142381","chr2:26388256-26390088",0.34876148878255
"chr2:26138241-26142381","chr2:26407964-26410192",0.342315821319198
"chr2:26138241-26142381","chr2:26444109-26446846",0.740692362397133
"chr2:26156181-26157420","chr2:26060883-26061722",0.210463159157275
"chr2:26156181-26157420","chr2:26064948-26067358",0.279117659983465
"chr2:26156181-26157420","chr2:26132261-26133916",0.218651167423269
"chr2:26156181-26157420","chr2:26273151-26274532",0.202578770992367
"chr2:26156181-26157420","chr2:26296506-26301645",0.405914996751465
"chr2:26156181-26157420","chr2:26449032-26450100",0.229392995018992
"chr2:26204922-26208706","chr2:26474872-26476013",0.228417444969571
"chr2:26204922-26208706","chr2:26484957-26489582",0.347785616937282
"chr2:26204922-26208706","chr2:26492625-26495246",0.246464138789402
"chr2:26204922-26208706","chr2:26495811-26498376",0.263665088967596
"chr2:26204922-26208706","chr2:26499589-26504925",0.379868433351858
"chr2:26214454-26215080","chr2:25785334-25786576",0.219685139181858
"chr2:26227540-26228397","chr2:26350926-26353598",0.206848357986725
"chr2:26236580-26238243","chr2:25981863-25984674",0.207850694119165
"chr2:26236580-26238243","chr2:26020640-26022710",0.261209830640513
"chr2:26236580-26238243","chr2:26132261-26133916",0.290253269994882
"chr2:26236580-26238243","chr2:26138241-26142381",0.363553295119804
"chr2:26236580-26238243","chr2:26309436-26310299",0.324229638440984
"chr2:26236580-26238243","chr2:26314176-26317552",0.267416713838436
"chr2:26236580-26238243","chr2:26444109-26446846",0.302698829044884
"chr2:26236580-26238243","chr2:26474872-26476013",0.229951282397002
"chr2:26236580-26238243","chr2:26484957-26489582",0.281115285747051
"chr2:26236580-26238243","chr2:26492625-26495246",0.210121126619775
"chr2:26236580-26238243","chr2:26499589-26504925",0.267954264344983
"chr2:26240283-26241231","chr2:26296506-26301645",0.223728848547015
"chr2:26273151-26274532","chr2:26156181-26157420",0.202578770992367
"chr2:26277742-26278641","chr2:26090343-26093587",0.250173555130231
"chr2:26296506-26301645","chr2:26054952-26055633",0.258517086559185
"chr2:26296506-26301645","chr2:26060883-26061722",0.360504229003427
"chr2:26296506-26301645","chr2:26064948-26067358",0.377785465266303
"chr2:26296506-26301645","chr2:26132261-26133916",0.536300270174064
"chr2:26296506-26301645","chr2:26138241-26142381",0.306854951920792
"chr2:26296506-26301645","chr2:26156181-26157420",0.405914996751465
"chr2:26296506-26301645","chr2:26240283-26241231",0.223728848547015
"chr2:26296506-26301645","chr2:26309436-26310299",0.477658256601722
"chr2:26296506-26301645","chr2:26379856-26381124",0.286231463649364
"chr2:26296506-26301645","chr2:26407964-26410192",0.280592616531323
"chr2:26296506-26301645","chr2:26444109-26446846",0.313640686729643
"chr2:26296506-26301645","chr2:26449032-26450100",0.263701526170118
"chr2:26296506-26301645","chr2:26627442-26629869",0.358182273639772
"chr2:26296506-26301645","chr2:26646578-26647424",0.286774429334009
"chr2:26309436-26310299","chr2:26054952-26055633",0.212099505519911
"chr2:26309436-26310299","chr2:26060883-26061722",0.271926022414453
"chr2:26309436-26310299","chr2:26064948-26067358",0.313318034752101
"chr2:26309436-26310299","chr2:26132261-26133916",0.604399168896629
"chr2:26309436-26310299","chr2:26138241-26142381",0.367836727771935
"chr2:26309436-26310299","chr2:26236580-26238243",0.324229638440984
"chr2:26309436-26310299","chr2:26296506-26301645",0.477658256601722
"chr2:26309436-26310299","chr2:26407964-26410192",0.200321514004678
"chr2:26309436-26310299","chr2:26444109-26446846",0.236260441243084
"chr2:26309436-26310299","chr2:26484957-26489582",0.280333030437258
"chr2:26309436-26310299","chr2:26499589-26504925",0.266813926962984
"chr2:26309436-26310299","chr2:26531865-26536442",0.257757957784206
"chr2:26309436-26310299","chr2:26627442-26629869",0.280228422920085
"chr2:26314176-26317552","chr2:26020640-26022710",0.476088814167862
"chr2:26314176-26317552","chr2:26138241-26142381",0.400618916268975
"chr2:26314176-26317552","chr2:26236580-26238243",0.267416713838436
"chr2:26314176-26317552","chr2:26350926-26353598",0.286989668774536
"chr2:26314176-26317552","chr2:26388256-26390088",0.214480003016211
"chr2:26314176-26317552","chr2:26444109-26446846",0.471488565264869
"chr2:26314176-26317552","chr2:26627442-26629869",0.243072093773602
"chr2:26314176-26317552","chr2:26638839-26640929",0.295828967070554
"chr2:26324816-26326383","chr2:26020640-26022710",0.206659297157759
"chr2:26350926-26353598","chr2:26020640-26022710",0.376266533400785
"chr2:26350926-26353598","chr2:26064948-26067358",0.357494316351374
"chr2:26350926-26353598","chr2:26138241-26142381",0.53475320565055
"chr2:26350926-26353598","chr2:26227540-26228397",0.206848357986725
"chr2:26350926-26353598","chr2:26314176-26317552",0.286989668774536
"chr2:26350926-26353598","chr2:26388256-26390088",0.296491080073832
"chr2:26350926-26353598","chr2:26444109-26446846",0.519309238660262
"chr2:26350926-26353598","chr2:26585049-26587814",0.214495983892039
"chr2:26350926-26353598","chr2:26627442-26629869",0.378665420076801
"chr2:26350926-26353598","chr2:26638839-26640929",0.413975477130076
"chr2:26379856-26381124","chr2:26064948-26067358",0.340570287039451
"chr2:26379856-26381124","chr2:26132261-26133916",0.224146266474948
"chr2:26379856-26381124","chr2:26138241-26142381",0.282949380291987
"chr2:26379856-26381124","chr2:26296506-26301645",0.286231463649364
"chr2:26379856-26381124","chr2:26444109-26446846",0.251824794004726
"chr2:26388256-26390088","chr2:26020640-26022710",0.368995883961922
"chr2:26388256-26390088","chr2:26064948-26067358",0.205835736419576
"chr2:26388256-26390088","chr2:26138241-26142381",0.34876148878255
"chr2:26388256-26390088","chr2:26314176-26317552",0.214480003016211
"chr2:26388256-26390088","chr2:26350926-26353598",0.296491080073832
"chr2:26388256-26390088","chr2:26444109-26446846",0.381439116249021
"chr2:26388256-26390088","chr2:26585049-26587814",0.259001400045067
"chr2:26388256-26390088","chr2:26627442-26629869",0.316074986656657
"chr2:26388256-26390088","chr2:26638839-26640929",0.241653615498099
"chr2:26407964-26410192","chr2:26064948-26067358",0.207296302933611
"chr2:26407964-26410192","chr2:26132261-26133916",0.269556446191726
"chr2:26407964-26410192","chr2:26138241-26142381",0.342315821319198
"chr2:26407964-26410192","chr2:26296506-26301645",0.280592616531323
"chr2:26407964-26410192","chr2:26309436-26310299",0.200321514004678
"chr2:26407964-26410192","chr2:26444109-26446846",0.397828298302745
"chr2:26407964-26410192","chr2:26627442-26629869",0.212034021557203
"chr2:26407964-26410192","chr2:26646578-26647424",0.239886850232416
"chr2:26444109-26446846","chr2:26020640-26022710",0.497527848065349
"chr2:26444109-26446846","chr2:26064948-26067358",0.403226597675117
"chr2:26444109-26446846","chr2:26132261-26133916",0.352895900467568
"chr2:26444109-26446846","chr2:26138241-26142381",0.740692362397133
"chr2:26444109-26446846","chr2:26236580-26238243",0.302698829044884
"chr2:26444109-26446846","chr2:26296506-26301645",0.313640686729643
"chr2:26444109-26446846","chr2:26309436-26310299",0.236260441243084
"chr2:26444109-26446846","chr2:26314176-26317552",0.471488565264869
"chr2:26444109-26446846","chr2:26350926-26353598",0.519309238660262
"chr2:26444109-26446846","chr2:26379856-26381124",0.251824794004726
"chr2:26444109-26446846","chr2:26388256-26390088",0.381439116249021
"chr2:26444109-26446846","chr2:26407964-26410192",0.397828298302745
"chr2:26444109-26446846","chr2:26627442-26629869",0.48141767578156
"chr2:26444109-26446846","chr2:26638839-26640929",0.443335209126448
"chr2:26449032-26450100","chr2:26156181-26157420",0.229392995018992
"chr2:26449032-26450100","chr2:26296506-26301645",0.263701526170118
"chr2:26458595-26458959","chr2:26484957-26489582",0.222439721530096
"chr2:26458595-26458959","chr2:26499589-26504925",0.203304146525154
"chr2:26459650-26460377","chr2:26474872-26476013",0.285711475346832
"chr2:26459650-26460377","chr2:26478622-26479273",0.217215696503045
"chr2:26459650-26460377","chr2:26484957-26489582",0.433387948232525
"chr2:26459650-26460377","chr2:26495811-26498376",0.216549492567137
"chr2:26459650-26460377","chr2:26499589-26504925",0.360550759060984
"chr2:26459650-26460377","chr2:26507119-26508222",0.303093597618912
"chr2:26459650-26460377","chr2:26515853-26516759",0.201423178683348
"chr2:26459650-26460377","chr2:26531865-26536442",0.381085865557912
"chr2:26459650-26460377","chr2:26561412-26562257",0.222706190670598
"chr2:26474872-26476013","chr2:26054952-26055633",0.272986251817736
"chr2:26474872-26476013","chr2:26118491-26119467",0.205545489535463
"chr2:26474872-26476013","chr2:26204922-26208706",0.228417444969571
"chr2:26474872-26476013","chr2:26236580-26238243",0.229951282397002
"chr2:26474872-26476013","chr2:26459650-26460377",0.285711475346832
"chr2:26474872-26476013","chr2:26478622-26479273",0.523147442971546
"chr2:26474872-26476013","chr2:26484957-26489582",0.637955707831261
"chr2:26474872-26476013","chr2:26492625-26495246",0.269141219558267
"chr2:26474872-26476013","chr2:26495811-26498376",0.34058512401242
"chr2:26474872-26476013","chr2:26499589-26504925",0.569850308384467
"chr2:26474872-26476013","chr2:26507119-26508222",0.642323534042367
"chr2:26474872-26476013","chr2:26515853-26516759",0.329763462441769
"chr2:26474872-26476013","chr2:26531865-26536442",0.657411583844337
"chr2:26474872-26476013","chr2:26540573-26542014",0.276981347630246
"chr2:26474872-26476013","chr2:26561412-26562257",0.371666428015547
"chr2:26474872-26476013","chr2:26569941-26570734",0.233135868778348
"chr2:26478622-26479273","chr2:26054952-26055633",0.213145367529909
"chr2:26478622-26479273","chr2:26459650-26460377",0.217215696503045
"chr2:26478622-26479273","chr2:26474872-26476013",0.523147442971546
"chr2:26478622-26479273","chr2:26484957-26489582",0.478973079664019
"chr2:26478622-26479273","chr2:26492625-26495246",0.203723540945596
"chr2:26478622-26479273","chr2:26495811-26498376",0.260259081506813
"chr2:26478622-26479273","chr2:26499589-26504925",0.424611313436161
"chr2:26478622-26479273","chr2:26507119-26508222",0.442299042516811
"chr2:26478622-26479273","chr2:26515853-26516759",0.254043785308841
"chr2:26478622-26479273","chr2:26531865-26536442",0.544799876675692
"chr2:26478622-26479273","chr2:26540573-26542014",0.215071122568187
"chr2:26478622-26479273","chr2:26561412-26562257",0.29054457463935
"chr2:26484957-26489582","chr2:26054952-26055633",0.400403895922756
"chr2:26484957-26489582","chr2:26115296-26115754",0.29124509334539
"chr2:26484957-26489582","chr2:26118491-26119467",0.31655842550362
"chr2:26484957-26489582","chr2:26132261-26133916",0.24479672991787
"chr2:26484957-26489582","chr2:26204922-26208706",0.347785616937282
"chr2:26484957-26489582","chr2:26236580-26238243",0.281115285747051
"chr2:26484957-26489582","chr2:26309436-26310299",0.280333030437258
"chr2:26484957-26489582","chr2:26458595-26458959",0.222439721530096
"chr2:26484957-26489582","chr2:26459650-26460377",0.433387948232525
"chr2:26484957-26489582","chr2:26474872-26476013",0.637955707831261
"chr2:26484957-26489582","chr2:26478622-26479273",0.478973079664019
"chr2:26484957-26489582","chr2:26490342-26491490",0.216509727257331
"chr2:26484957-26489582","chr2:26492625-26495246",0.392706210799754
"chr2:26484957-26489582","chr2:26495811-26498376",0.490907418610395
"chr2:26484957-26489582","chr2:26499589-26504925",0.813189837722464
"chr2:26484957-26489582","chr2:26507119-26508222",0.657184377116985
"chr2:26484957-26489582","chr2:26515853-26516759",0.44311196799412
"chr2:26484957-26489582","chr2:26531865-26536442",0.781955589910873
"chr2:26484957-26489582","chr2:26540573-26542014",0.356582015275357
"chr2:26484957-26489582","chr2:26561412-26562257",0.481833324058717
"chr2:26484957-26489582","chr2:26569941-26570734",0.32479918581371
"chr2:26490342-26491490","chr2:26484957-26489582",0.216509727257331
"chr2:26490342-26491490","chr2:26499589-26504925",0.219288501932604
"chr2:26492625-26495246","chr2:26054952-26055633",0.252448581925939
"chr2:26492625-26495246","chr2:26204922-26208706",0.246464138789402
"chr2:26492625-26495246","chr2:26236580-26238243",0.210121126619775
"chr2:26492625-26495246","chr2:26474872-26476013",0.269141219558267
"chr2:26492625-26495246","chr2:26478622-26479273",0.203723540945596
"chr2:26492625-26495246","chr2:26484957-26489582",0.392706210799754
"chr2:26492625-26495246","chr2:26495811-26498376",0.234533946927359
"chr2:26492625-26495246","chr2:26499589-26504925",0.484470045757431
"chr2:26492625-26495246","chr2:26507119-26508222",0.25392905844881
"chr2:26492625-26495246","chr2:26531865-26536442",0.337524116983908
"chr2:26492625-26495246","chr2:26561412-26562257",0.243718612003696
"chr2:26495811-26498376","chr2:26054952-26055633",0.256372860653725
"chr2:26495811-26498376","chr2:26204922-26208706",0.263665088967596
"chr2:26495811-26498376","chr2:26459650-26460377",0.216549492567137
"chr2:26495811-26498376","chr2:26474872-26476013",0.34058512401242
"chr2:26495811-26498376","chr2:26478622-26479273",0.260259081506813
"chr2:26495811-26498376","chr2:26484957-26489582",0.490907418610395
"chr2:26495811-26498376","chr2:26492625-26495246",0.234533946927359
"chr2:26495811-26498376","chr2:26499589-26504925",0.493978188525
"chr2:26495811-26498376","chr2:26507119-26508222",0.374277869694725
"chr2:26495811-26498376","chr2:26515853-26516759",0.273299173459908
"chr2:26495811-26498376","chr2:26531865-26536442",0.432327794586934
"chr2:26495811-26498376","chr2:26540573-26542014",0.268644719951415
"chr2:26495811-26498376","chr2:26561412-26562257",0.31549260211084
"chr2:26495811-26498376","chr2:26569941-26570734",0.244453635659383
"chr2:26499589-26504925","chr2:26054952-26055633",0.486413706286545
"chr2:26499589-26504925","chr2:26115296-26115754",0.24636474942269
"chr2:26499589-26504925","chr2:26118491-26119467",0.240471110738835
"chr2:26499589-26504925","chr2:26132261-26133916",0.243972074051118
"chr2:26499589-26504925","chr2:26204922-26208706",0.379868433351858
"chr2:26499589-26504925","chr2:26236580-26238243",0.267954264344983
"chr2:26499589-26504925","chr2:26309436-26310299",0.266813926962984
"chr2:26499589-26504925","chr2:26458595-26458959",0.203304146525154
"chr2:26499589-26504925","chr2:26459650-26460377",0.360550759060984
"chr2:26499589-26504925","chr2:26474872-26476013",0.569850308384467
"chr2:26499589-26504925","chr2:26478622-26479273",0.424611313436161
"chr2:26499589-26504925","chr2:26484957-26489582",0.813189837722464
"chr2:26499589-26504925","chr2:26490342-26491490",0.219288501932604
"chr2:26499589-26504925","chr2:26492625-26495246",0.484470045757431
"chr2:26499589-26504925","chr2:26495811-26498376",0.493978188525
"chr2:26499589-26504925","chr2:26507119-26508222",0.562180495661847
"chr2:26499589-26504925","chr2:26515853-26516759",0.41809990377811
"chr2:26499589-26504925","chr2:26531865-26536442",0.708717115596049
"chr2:26499589-26504925","chr2:26540573-26542014",0.292587693478591
"chr2:26499589-26504925","chr2:26561412-26562257",0.509680927319036
"chr2:26499589-26504925","chr2:26569941-26570734",0.333569289174105
"chr2:26499589-26504925","chr2:26646578-26647424",0.222239207881247
"chr2:26507119-26508222","chr2:26459650-26460377",0.303093597618912
"chr2:26507119-26508222","chr2:26474872-26476013",0.642323534042367
"chr2:26507119-26508222","chr2:26478622-26479273",0.442299042516811
"chr2:26507119-26508222","chr2:26484957-26489582",0.657184377116985
"chr2:26507119-26508222","chr2:26492625-26495246",0.25392905844881
"chr2:26507119-26508222","chr2:26495811-26498376",0.374277869694725
"chr2:26507119-26508222","chr2:26499589-26504925",0.562180495661847
"chr2:26507119-26508222","chr2:26515853-26516759",0.353113178563144
"chr2:26507119-26508222","chr2:26531865-26536442",0.682218160198701
"chr2:26507119-26508222","chr2:26540573-26542014",0.300109133103158
"chr2:26507119-26508222","chr2:26561412-26562257",0.379557482872218
"chr2:26507119-26508222","chr2:26569941-26570734",0.2297959924662
"chr2:26515853-26516759","chr2:26459650-26460377",0.201423178683348
"chr2:26515853-26516759","chr2:26474872-26476013",0.329763462441769
"chr2:26515853-26516759","chr2:26478622-26479273",0.254043785308841
"chr2:26515853-26516759","chr2:26484957-26489582",0.44311196799412
"chr2:26515853-26516759","chr2:26495811-26498376",0.273299173459908
"chr2:26515853-26516759","chr2:26499589-26504925",0.41809990377811
"chr2:26515853-26516759","chr2:26507119-26508222",0.353113178563144
"chr2:26515853-26516759","chr2:26531865-26536442",0.432649622007884
"chr2:26515853-26516759","chr2:26561412-26562257",0.261918380346386
"chr2:26531865-26536442","chr2:26309436-26310299",0.257757957784206
"chr2:26531865-26536442","chr2:26459650-26460377",0.381085865557912
"chr2:26531865-26536442","chr2:26474872-26476013",0.657411583844337
"chr2:26531865-26536442","chr2:26478622-26479273",0.544799876675691
"chr2:26531865-26536442","chr2:26484957-26489582",0.781955589910873
"chr2:26531865-26536442","chr2:26492625-26495246",0.337524116983908
"chr2:26531865-26536442","chr2:26495811-26498376",0.432327794586934
"chr2:26531865-26536442","chr2:26499589-26504925",0.708717115596049
"chr2:26531865-26536442","chr2:26507119-26508222",0.682218160198701
"chr2:26531865-26536442","chr2:26515853-26516759",0.432649622007884
"chr2:26531865-26536442","chr2:26540573-26542014",0.368966775025327
"chr2:26531865-26536442","chr2:26561412-26562257",0.504062854817895
"chr2:26531865-26536442","chr2:26569941-26570734",0.275968188828976
"chr2:26540573-26542014","chr2:26474872-26476013",0.276981347630246
"chr2:26540573-26542014","chr2:26478622-26479273",0.215071122568187
"chr2:26540573-26542014","chr2:26484957-26489582",0.356582015275357
"chr2:26540573-26542014","chr2:26495811-26498376",0.268644719951415
"chr2:26540573-26542014","chr2:26499589-26504925",0.292587693478591
"chr2:26540573-26542014","chr2:26507119-26508222",0.300109133103158
"chr2:26540573-26542014","chr2:26531865-26536442",0.368966775025327
"chr2:26540573-26542014","chr2:26561412-26562257",0.220307637351619
"chr2:26561412-26562257","chr2:26459650-26460377",0.222706190670598
"chr2:26561412-26562257","chr2:26474872-26476013",0.371666428015547
"chr2:26561412-26562257","chr2:26478622-26479273",0.29054457463935
"chr2:26561412-26562257","chr2:26484957-26489582",0.481833324058717
"chr2:26561412-26562257","chr2:26492625-26495246",0.243718612003696
"chr2:26561412-26562257","chr2:26495811-26498376",0.31549260211084
"chr2:26561412-26562257","chr2:26499589-26504925",0.509680927319036
"chr2:26561412-26562257","chr2:26507119-26508222",0.379557482872218
"chr2:26561412-26562257","chr2:26515853-26516759",0.261918380346386
"chr2:26561412-26562257","chr2:26531865-26536442",0.504062854817895
"chr2:26561412-26562257","chr2:26540573-26542014",0.220307637351619
"chr2:26569941-26570734","chr2:26474872-26476013",0.233135868778348
"chr2:26569941-26570734","chr2:26484957-26489582",0.32479918581371
"chr2:26569941-26570734","chr2:26495811-26498376",0.244453635659383
"chr2:26569941-26570734","chr2:26499589-26504925",0.333569289174105
"chr2:26569941-26570734","chr2:26507119-26508222",0.2297959924662
"chr2:26569941-26570734","chr2:26531865-26536442",0.275968188828976
"chr2:26585049-26587814","chr2:26350926-26353598",0.214495983892039
"chr2:26585049-26587814","chr2:26388256-26390088",0.259001400045067
"chr2:26585049-26587814","chr2:26915518-26917400",0.226833777374952
"chr2:26627442-26629869","chr2:26296506-26301645",0.358182273639772
"chr2:26627442-26629869","chr2:26309436-26310299",0.280228422920085
"chr2:26627442-26629869","chr2:26314176-26317552",0.243072093773602
"chr2:26627442-26629869","chr2:26350926-26353598",0.378665420076801
"chr2:26627442-26629869","chr2:26388256-26390088",0.316074986656657
"chr2:26627442-26629869","chr2:26407964-26410192",0.212034021557203
"chr2:26627442-26629869","chr2:26444109-26446846",0.48141767578156
"chr2:26627442-26629869","chr2:26638839-26640929",0.421413335731212
"chr2:26627442-26629869","chr2:26902139-26903788",0.335589035181285
"chr2:26627442-26629869","chr2:26909338-26911883",0.455232776620025
"chr2:26627442-26629869","chr2:26915518-26917400",0.230572408623158
"chr2:26627442-26629869","chr2:26963701-26965554",0.41474473471977
"chr2:26638839-26640929","chr2:26314176-26317552",0.295828967070554
"chr2:26638839-26640929","chr2:26350926-26353598",0.413975477130076
"chr2:26638839-26640929","chr2:26388256-26390088",0.241653615498099
"chr2:26638839-26640929","chr2:26444109-26446846",0.443335209126448
"chr2:26638839-26640929","chr2:26627442-26629869",0.421413335731212
"chr2:26638839-26640929","chr2:26902139-26903788",0.235130077688921
"chr2:26638839-26640929","chr2:26909338-26911883",0.371863861218883
"chr2:26638839-26640929","chr2:26963701-26965554",0.476137241982146
"chr2:26646578-26647424","chr2:26296506-26301645",0.286774429334009
"chr2:26646578-26647424","chr2:26407964-26410192",0.239886850232416
"chr2:26646578-26647424","chr2:26499589-26504925",0.222239207881247
"chr2:26902139-26903788","chr2:26627442-26629869",0.335589035181285
"chr2:26902139-26903788","chr2:26638839-26640929",0.235130077688921
"chr2:26902139-26903788","chr2:26909338-26911883",0.466182947852642
"chr2:26902139-26903788","chr2:26963701-26965554",0.309674083241524
"chr2:26902139-26903788","chr2:27009058-27010999",0.207181860614936
"chr2:26902139-26903788","chr2:27026847-27028787",0.216849851235126
"chr2:26909338-26911883","chr2:26627442-26629869",0.455232776620025
"chr2:26909338-26911883","chr2:26638839-26640929",0.371863861218883
"chr2:26909338-26911883","chr2:26902139-26903788",0.466182947852642
"chr2:26909338-26911883","chr2:26915518-26917400",0.254638453940334
"chr2:26909338-26911883","chr2:26963701-26965554",0.450547486669183
"chr2:26909338-26911883","chr2:27026847-27028787",0.255491193067551
"chr2:26915518-26917400","chr2:26585049-26587814",0.226833777374952
"chr2:26915518-26917400","chr2:26627442-26629869",0.230572408623158
"chr2:26915518-26917400","chr2:26909338-26911883",0.254638453940334
"chr2:26915518-26917400","chr2:26963701-26965554",0.214243724830286
"chr2:26915518-26917400","chr2:27103154-27104416",0.207646181146331
"chr2:26915518-26917400","chr2:27141865-27143146",0.242024703845826
"chr2:26963701-26965554","chr2:26627442-26629869",0.41474473471977
"chr2:26963701-26965554","chr2:26638839-26640929",0.476137241982146
"chr2:26963701-26965554","chr2:26902139-26903788",0.309674083241524
"chr2:26963701-26965554","chr2:26909338-26911883",0.450547486669183
"chr2:26963701-26965554","chr2:26915518-26917400",0.214243724830286
"chr2:26963701-26965554","chr2:27026847-27028787",0.235085483284203
"chr2:26963701-26965554","chr2:27141865-27143146",0.244913371527116
"chr2:26963701-26965554","chr2:27173775-27176003",0.212686123609216
"chr2:27009058-27010999","chr2:26902139-26903788",0.207181860614936
"chr2:27009058-27010999","chr2:27300740-27302923",0.252286741401005
"chr2:27009058-27010999","chr2:27394078-27394943",0.217804515671599
"chr2:27009058-27010999","chr2:27411465-27412923",0.396073695511619
"chr2:27009058-27010999","chr2:27424558-27428761",0.379188488545084
"chr2:27009058-27010999","chr2:27441343-27444508",0.210882691240053
"chr2:27009058-27010999","chr2:27474299-27477518",0.306947947526756
"chr2:27026847-27028787","chr2:26902139-26903788",0.216849851235126
"chr2:27026847-27028787","chr2:26909338-26911883",0.255491193067551
"chr2:27026847-27028787","chr2:26963701-26965554",0.235085483284203
"chr2:27026847-27028787","chr2:27441343-27444508",0.224139630279728
"chr2:27026847-27028787","chr2:27474299-27477518",0.234889618719355
"chr2:27077686-27080205","chr2:27097267-27098319",0.249815413117598
"chr2:27077686-27080205","chr2:27119998-27123032",0.466330551924731
"chr2:27077686-27080205","chr2:27246966-27247844",0.256282919180025
"chr2:27077686-27080205","chr2:27300740-27302923",0.542509467043086
"chr2:27077686-27080205","chr2:27310546-27311342",0.250503227842344
"chr2:27077686-27080205","chr2:27334671-27335535",0.411652267327766
"chr2:27077686-27080205","chr2:27376647-27378407",0.329938850386057
"chr2:27077686-27080205","chr2:27424558-27428761",0.267343034152314
"chr2:27097267-27098319","chr2:27077686-27080205",0.249815413117598
"chr2:27097267-27098319","chr2:27300740-27302923",0.27184012818314
"chr2:27103154-27104416","chr2:26915518-26917400",0.207646181146331
"chr2:27103154-27104416","chr2:27141865-27143146",0.254370975902961
"chr2:27103154-27104416","chr2:27205566-27206550",0.254009711563001
"chr2:27119998-27123032","chr2:27077686-27080205",0.466330551924731
"chr2:27119998-27123032","chr2:27300740-27302923",0.2415707716379
"chr2:27119998-27123032","chr2:27334671-27335535",0.279774742158744
"chr2:27119998-27123032","chr2:27352577-27353135",0.268480655448184
"chr2:27119998-27123032","chr2:27376647-27378407",0.279325889304091
"chr2:27141865-27143146","chr2:26915518-26917400",0.242024703845826
"chr2:27141865-27143146","chr2:26963701-26965554",0.244913371527116
"chr2:27141865-27143146","chr2:27103154-27104416",0.254370975902961
"chr2:27141865-27143146","chr2:27235439-27236304",0.261707306161721
"chr2:27173775-27176003","chr2:26963701-26965554",0.212686123609216
